subject_id	best_seed	pident	align_len_merged_query	align_len_merged_subject	query_coverage	subject_coverage	evalue	bitscore	seed_len	protein_len	hsp_count
DhB15G008550.1	sp|Q9SPK4|PPCK1_ARATH	26.198	265	307	0.933	0.593	1.980e-19	89.4	284	518	1
DhB15G010080.1	tr|A0A089WU92|A0A089WU92_KALFE	31.502	264	262	0.971	0.567	4.020e-40	146.0	272	462	1
DhB15G010400.1	sp|Q9SPK4|PPCK1_ARATH	27.700	205	206	0.722	0.217	8.540e-12	67.0	284	948	1
DhB15G011320.1	sp|Q9SPK4|PPCK1_ARATH	32.895	249	255	0.877	0.479	8.240e-14	72.8	284	532	2
DhB15G012270.1	tr|A0A089WU92|A0A089WU92_KALFE	34.419	202	210	0.743	0.781	2.090e-38	137.0	272	269	1
DhB15G012470.1	tr|Q5EC59|Q5EC59_MAIZE	29.582	255	302	0.892	0.558	3.150e-33	129.0	286	541	1
DhB15G013410.1	tr|Q9S759|Q9S759_KALFE	29.648	191	193	0.697	0.121	1.200e-11	66.6	274	1601	1
DhB15G013490.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	38.614	101	91	0.344	0.113	3.950e-11	65.1	294	805	1
DhB15G014280.1	sp|Q9SPK4|PPCK1_ARATH	27.961	262	295	0.923	0.532	2.210e-19	89.4	284	554	1
DhB15G014740.1	sp|Q93VK0|PPCK2_ARATH	30.345	253	279	0.910	0.679	1.180e-24	103.0	278	411	1
DhB15G015130.1	tr|Q5EC59|Q5EC59_MAIZE	35.294	197	199	0.689	0.279	3.500e-12	68.2	286	713	1
DhB15G016220.1	sp|Q9SPK4|PPCK1_ARATH	29.008	255	255	0.898	0.371	1.500e-18	87.0	284	688	1
DhB16G000030.1	tr|Q5EC58|Q5EC58_MAIZE	27.391	216	211	0.725	0.505	1.050e-12	69.7	298	418	1
DhB16G000410.1	tr|Q9S759|Q9S759_KALFE	30.732	190	204	0.693	0.501	6.090e-13	69.7	274	407	1
DhB16G000730.1	sp|Q93VK0|PPCK2_ARATH	31.613	145	153	0.522	0.154	5.910e-11	64.3	278	996	1
DhB16G000890.1	tr|A0A089WU92|A0A089WU92_KALFE	37.218	258	264	0.949	0.426	3.270e-53	184.0	272	619	1
DhB16G001200.1	sp|Q93VK0|PPCK2_ARATH	29.333	212	218	0.763	0.376	9.250e-19	87.4	278	580	1
DhB16G001480.1	tr|A0A089WU92|A0A089WU92_KALFE	26.936	261	292	0.960	0.789	2.300e-22	96.7	272	370	1
DhB16G001820.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	32.075	203	190	0.690	0.351	3.950e-14	73.9	294	541	1
DhB16G003060.1	tr|Q9S759|Q9S759_KALFE	31.163	207	210	0.755	0.491	6.850e-20	90.1	274	428	1
DhB16G004120.1	tr|Q9S759|Q9S759_KALFE	28.824	160	170	0.584	0.263	2.050e-11	65.5	274	647	1
DhB16G004280.1	tr|Q9S759|Q9S759_KALFE	28.302	210	204	0.766	0.516	2.120e-18	85.5	274	395	1
DhB16G005730.1	tr|Q9S759|Q9S759_KALFE	30.435	197	202	0.719	0.188	1.560e-12	69.3	274	1075	1
DhB16G006070.1	tr|A0A089WU92|A0A089WU92_KALFE	30.583	191	195	0.702	0.272	2.800e-13	71.2	272	716	1
DhB16G006080.1	tr|A0A089WU92|A0A089WU92_KALFE	31.553	191	195	0.702	0.240	6.750e-14	73.2	272	811	1
DhB16G006100.1	tr|A0A089WU92|A0A089WU92_KALFE	31.068	191	195	0.702	0.240	4.460e-13	70.5	272	814	1
DhB16G006110.1	tr|A0A089WU92|A0A089WU92_KALFE	31.553	191	195	0.702	0.240	7.690e-14	72.8	272	811	1
DhB16G006130.1	tr|A0A089WU92|A0A089WU92_KALFE	31.068	191	195	0.702	0.240	2.100e-13	71.6	272	814	1
DhB16G006160.1	tr|Q9S759|Q9S759_KALFE	29.717	201	205	0.734	0.251	1.320e-13	72.4	274	818	1
DhB16G008200.1	tr|Q6K1R8|Q6K1R8_ORYSJ	28.185	229	230	0.736	0.206	4.840e-11	65.5	311	1115	1
DhB16G008250.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.000	152	171	0.521	0.165	4.540e-11	65.1	292	1039	1
DhB16G008460.1	tr|Q2ABR7|Q2ABR7_ORYSJ	35.000	269	259	0.921	0.581	9.630e-25	104.0	292	446	1
DhB16G008950.1	tr|Q9S759|Q9S759_KALFE	30.882	262	267	0.956	0.377	1.250e-26	110.0	274	709	1
DhB16G009060.1	tr|Q2ABR6|Q2ABR6_ORYSJ	30.705	228	218	0.748	0.423	2.600e-11	65.9	305	515	1
DhB16G009910.1	tr|Q9S759|Q9S759_KALFE	31.250	185	188	0.675	0.236	4.240e-12	67.8	274	795	1
DhB16G010230.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.496	139	137	0.463	0.232	4.680e-14	73.9	300	591	1
DhB16G013830.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.000	267	254	0.914	0.736	1.660e-21	94.4	292	345	1
DhB16G014610.1	sp|Q9SPK4|PPCK1_ARATH	25.159	273	298	0.961	0.402	2.540e-11	65.5	284	741	1
DhB16G014860.1	tr|Q2ABR6|Q2ABR6_ORYSJ	28.512	228	213	0.748	0.265	4.780e-12	68.2	305	804	1
DhB16G015130.1	sp|Q9SPK4|PPCK1_ARATH	29.225	253	280	0.891	0.698	2.940e-23	99.8	284	401	1
DhB16G015340.1	tr|Q5EC58|Q5EC58_MAIZE	28.938	271	249	0.909	0.694	3.450e-24	102.0	298	359	1
DhB16G016200.1	tr|Q9S759|Q9S759_KALFE	47.308	257	259	0.938	0.507	1.220e-74	238.0	274	511	1
DhB16G016510.1	tr|Q9S759|Q9S759_KALFE	28.671	257	280	0.938	0.596	5.320e-28	113.0	274	470	1
DhB17G000420.1	tr|Q2ABP5|Q2ABP5_ORYSJ	38.281	118	121	0.414	0.142	1.610e-11	66.2	285	853	1
DhB17G000650.1	sp|Q9SPK4|PPCK1_ARATH	32.127	215	215	0.757	0.283	5.250e-19	88.6	284	759	1
DhB17G000760.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.224	255	260	0.873	0.610	1.610e-20	92.4	292	426	1
DhB17G000930.1	sp|Q9SPK4|PPCK1_ARATH	32.026	152	148	0.535	0.395	2.260e-19	88.6	284	375	1
DhB17G001010.1	tr|A0A089WU92|A0A089WU92_KALFE	29.493	205	207	0.754	0.279	9.110e-11	63.5	272	741	1
DhB17G001030.1	tr|A0A089WU92|A0A089WU92_KALFE	29.493	205	207	0.754	0.295	9.040e-11	63.5	272	701	1
DhB17G001720.1	tr|Q9S759|Q9S759_KALFE	30.808	189	193	0.690	0.229	4.680e-12	67.8	274	842	1
DhB17G001960.1	tr|Q9S759|Q9S759_KALFE	30.405	148	146	0.540	0.250	7.200e-17	81.6	274	585	1
DhB17G003540.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	27.027	215	191	0.717	0.320	2.460e-11	65.9	300	597	1
DhB17G003550.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.818	217	193	0.723	0.353	2.250e-12	68.9	300	546	1
DhB17G005090.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.369	141	139	0.470	0.242	1.040e-12	70.1	300	575	1
DhB17G005590.1	sp|Q9SPK4|PPCK1_ARATH	24.038	273	296	0.961	0.248	9.400e-11	63.9	284	1195	1
DhB17G005790.1	tr|A0A089WU92|A0A089WU92_KALFE	42.241	116	110	0.426	0.507	1.900e-19	85.9	272	217	1
DhB17G006700.1	tr|A0A089WU92|A0A089WU92_KALFE	35.507	133	134	0.489	0.351	1.220e-15	77.4	272	382	1
DhB17G007730.1	tr|A0A089WU92|A0A089WU92_KALFE	36.059	260	259	0.956	0.590	2.940e-44	156.0	272	439	1
DhB17G007740.1	tr|A0A089WU92|A0A089WU92_KALFE	34.340	261	260	0.960	0.576	4.750e-45	159.0	272	451	1
DhB17G008950.1	tr|Q9S759|Q9S759_KALFE	26.459	245	244	0.894	0.699	7.970e-11	63.2	274	349	1
DhB17G010610.1	sp|Q93VK0|PPCK2_ARATH	28.448	217	219	0.781	0.323	8.700e-15	75.9	278	677	1
DhB17G010710.1	sp|Q93VK0|PPCK2_ARATH	28.448	212	215	0.763	0.315	2.980e-14	74.3	278	682	1
DhB17G010770.1	sp|Q93VK0|PPCK2_ARATH	29.614	217	219	0.781	0.321	1.250e-13	72.4	278	682	1
DhB17G010830.1	sp|Q93VK0|PPCK2_ARATH	30.374	201	207	0.723	0.263	1.020e-13	72.8	278	786	1
DhB17G010860.1	tr|Q5EC59|Q5EC59_MAIZE	31.081	213	213	0.745	0.324	8.680e-13	70.1	286	658	1
DhB17G010880.1	tr|Q5EC59|Q5EC59_MAIZE	29.907	205	207	0.717	0.305	2.820e-13	71.6	286	679	1
DhB17G010900.1	sp|Q93VK0|PPCK2_ARATH	28.169	204	206	0.734	0.297	3.240e-12	68.2	278	693	1
DhB17G011070.1	tr|Q5EC58|Q5EC58_MAIZE	29.185	220	203	0.738	0.308	7.320e-13	70.5	298	660	1
DhB17G011110.1	tr|Q5EC58|Q5EC58_MAIZE	28.755	220	203	0.738	0.295	6.200e-13	70.9	298	689	1
DhB17G011140.1	tr|Q5EC58|Q5EC58_MAIZE	29.907	208	191	0.698	0.328	1.150e-12	69.7	298	582	1
DhB17G011900.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.928	218	214	0.765	0.224	1.590e-14	75.5	285	955	1
DhB17G013850.1	tr|A0A089WU92|A0A089WU92_KALFE	32.342	247	259	0.908	0.451	2.260e-17	83.2	272	574	1
DhB17G014100.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.216	139	137	0.463	0.240	3.330e-14	74.3	300	572	1
DhB17G015480.1	tr|Q9S759|Q9S759_KALFE	24.883	206	204	0.752	0.191	7.240e-11	64.3	274	1070	1
DhB18G000120.1	tr|Q5EC59|Q5EC59_MAIZE	83.333	279	280	0.976	0.982	5.870e-159	445.0	286	285	1
DhB18G000850.1	tr|Q9S759|Q9S759_KALFE	31.365	260	265	0.949	0.374	1.680e-25	107.0	274	709	1
DhB18G001020.1	sp|Q9SPK4|PPCK1_ARATH	29.811	255	254	0.898	0.715	5.160e-18	84.3	284	355	1
DhB18G001130.1	tr|Q2ABP5|Q2ABP5_ORYSJ	24.719	260	261	0.912	0.235	1.030e-11	67.0	285	1110	1
DhB18G001420.1	tr|Q9S759|Q9S759_KALFE	30.455	210	210	0.766	0.210	8.270e-11	63.9	274	999	1
DhB18G001670.1	sp|Q9SPK4|PPCK1_ARATH	32.576	257	251	0.905	0.485	3.050e-26	108.0	284	517	1
DhB18G002630.1	sp|Q93VK0|PPCK2_ARATH	28.444	220	219	0.791	0.202	5.480e-16	79.7	278	1086	1
DhB18G003620.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.216	139	137	0.463	0.231	8.450e-14	73.2	300	592	1
DhB18G004550.1	sp|Q93VK0|PPCK2_ARATH	28.636	210	213	0.755	0.223	1.270e-20	93.2	278	957	1
DhB18G004650.1	tr|Q9S759|Q9S759_KALFE	33.493	206	203	0.752	0.437	7.660e-28	112.0	274	465	1
DhB18G005680.1	sp|Q93VK0|PPCK2_ARATH	25.769	253	252	0.910	0.410	1.410e-15	78.2	278	615	1
DhB18G006010.1	sp|Q93VK0|PPCK2_ARATH	33.459	262	260	0.942	0.291	6.650e-29	117.0	278	894	1
DhB18G007330.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.507	203	200	0.712	0.191	2.030e-11	65.9	285	1048	1
DhB18G007430.1	tr|Q2ABR6|Q2ABR6_ORYSJ	90.411	292	287	0.957	0.997	1.510e-174	485.0	305	288	1
DhB18G008620.1	tr|Q9S759|Q9S759_KALFE	33.649	204	207	0.745	0.292	3.560e-25	106.0	274	709	1
DhB18G009210.1	sp|Q9SPK4|PPCK1_ARATH	30.677	238	245	0.838	0.311	3.550e-17	83.2	284	788	1
DhB18G009730.1	tr|Q9S759|Q9S759_KALFE	30.622	189	195	0.690	0.345	8.570e-11	63.5	274	565	1
DhB18G010520.1	tr|Q5EC59|Q5EC59_MAIZE	26.699	205	202	0.717	0.349	2.770e-18	86.3	286	579	1
DhB18G010740.1	tr|A0A089WU92|A0A089WU92_KALFE	31.959	258	284	0.949	0.969	2.990e-32	121.0	272	293	1
DhB18G011000.1	tr|A0A089WU92|A0A089WU92_KALFE	38.406	266	270	0.978	0.527	2.330e-58	195.0	272	512	1
DhB18G011450.1	tr|Q2ABP5|Q2ABP5_ORYSJ	31.716	266	245	0.933	0.486	9.320e-27	110.0	285	504	1
DhB18G011730.1	sp|Q93VK0|PPCK2_ARATH	26.756	265	293	0.953	0.783	6.300e-21	92.8	278	374	1
DhB18G012730.1	tr|Q9S759|Q9S759_KALFE	31.513	221	233	0.807	0.519	1.930e-20	92.0	274	449	1
DhB18G013380.1	tr|A0A089WU92|A0A089WU92_KALFE	33.803	137	140	0.504	0.355	5.110e-17	81.6	272	394	1
DhB18G014750.1	tr|Q9S759|Q9S759_KALFE	26.667	250	248	0.912	0.281	9.370e-13	69.7	274	882	1
DhB18G015050.1	tr|Q6K1R8|Q6K1R8_ORYSJ	32.906	222	222	0.714	0.223	2.520e-17	84.3	311	995	1
DhB18G015070.1	tr|Q2ABR7|Q2ABR7_ORYSJ	32.075	202	203	0.692	0.200	4.790e-13	71.2	292	1017	1
DhB18G015290.1	tr|Q9S759|Q9S759_KALFE	27.358	201	204	0.734	0.193	1.110e-11	66.6	274	1057	1
DhB18G015470.1	sp|Q9SPK4|PPCK1_ARATH	29.063	280	312	0.986	0.761	4.270e-24	102.0	284	410	1
DhB18G015590.1	sp|Q9SPK4|PPCK1_ARATH	26.941	214	211	0.754	0.269	4.330e-14	73.9	284	783	1
DhB18G016360.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.054	213	211	0.747	0.506	6.510e-13	70.1	285	417	1
DhB18G016380.1	sp|Q93VK0|PPCK2_ARATH	33.735	161	161	0.579	0.148	4.790e-18	85.5	278	1086	1
DhB18G016490.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.364	271	325	0.928	0.629	2.370e-18	86.7	292	517	1
DhB18G017400.1	tr|A0A089WU92|A0A089WU92_KALFE	30.597	262	262	0.963	0.726	8.120e-37	135.0	272	361	1
DhB18G018010.1	sp|Q9SPK4|PPCK1_ARATH	27.064	200	212	0.704	0.534	2.910e-11	65.1	284	397	1
DhB19G000270.1	sp|Q9SPK4|PPCK1_ARATH	29.924	263	255	0.926	0.191	6.340e-33	129.0	284	1338	1
DhB19G000720.1	tr|Q9S759|Q9S759_KALFE	29.885	256	255	0.934	0.521	6.660e-42	151.0	274	489	1
DhB19G000830.1	tr|A0A089WU92|A0A089WU92_KALFE	32.601	264	262	0.971	0.578	2.500e-44	157.0	272	453	1
DhB19G001320.1	tr|Q9S759|Q9S759_KALFE	30.667	213	216	0.777	0.381	1.130e-23	101.0	274	567	1
DhB19G002370.1	tr|A0A089WU92|A0A089WU92_KALFE	37.091	265	271	0.974	0.458	1.580e-55	189.0	272	592	1
DhB19G002820.1	tr|Q9S759|Q9S759_KALFE	30.651	247	251	0.901	0.564	1.010e-22	98.2	274	445	1
DhB19G003180.1	tr|A0A089WU92|A0A089WU92_KALFE	32.482	262	268	0.963	0.775	1.080e-39	142.0	272	346	1
DhB19G003970.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.189	209	190	0.697	0.179	3.300e-15	77.8	300	1059	1
DhB19G004230.1	tr|Q9S759|Q9S759_KALFE	31.532	213	216	0.777	0.303	5.370e-23	99.8	274	714	1
DhB19G004860.1	tr|Q5EC59|Q5EC59_MAIZE	25.112	209	218	0.731	0.694	3.500e-13	70.1	286	314	1
DhB19G005370.1	sp|Q93VK0|PPCK2_ARATH	31.847	154	153	0.554	0.208	1.290e-13	72.4	278	737	1
DhB19G005520.1	sp|Q93VK0|PPCK2_ARATH	27.885	201	201	0.723	0.291	6.920e-11	64.3	278	690	1
DhB19G005600.1	tr|Q9S759|Q9S759_KALFE	45.385	257	259	0.938	0.484	6.940e-73	233.0	274	535	1
DhB19G006640.1	tr|A0A089WU92|A0A089WU92_KALFE	26.068	219	225	0.805	0.362	1.170e-12	69.3	272	621	1
DhB19G006660.1	tr|A0A089WU92|A0A089WU92_KALFE	28.095	197	200	0.724	0.311	7.140e-13	70.1	272	643	1
DhB19G006690.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	33.607	117	116	0.398	0.171	7.420e-12	67.4	294	677	1
DhB19G006740.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.378	203	200	0.712	0.289	1.260e-11	66.6	285	692	1
DhB19G007120.1	tr|A0A089WU92|A0A089WU92_KALFE	42.336	266	272	0.978	0.507	4.930e-72	231.0	272	537	1
DhB19G007300.1	tr|Q9S759|Q9S759_KALFE	30.741	268	264	0.978	0.380	3.270e-28	115.0	274	695	1
DhB19G008220.1	tr|Q5EC59|Q5EC59_MAIZE	25.620	241	231	0.843	0.433	5.130e-16	79.3	286	534	1
DhB19G009010.1	tr|Q2ABP5|Q2ABP5_ORYSJ	25.670	254	255	0.891	0.203	3.500e-12	68.6	285	1255	1
DhB19G009450.1	tr|Q9S759|Q9S759_KALFE	35.206	262	266	0.956	0.512	1.150e-53	183.0	274	520	1
DhB19G012180.1	sp|Q93VK0|PPCK2_ARATH	37.037	105	107	0.378	0.183	3.050e-11	65.1	278	584	1
DhB19G013340.1	tr|Q9S759|Q9S759_KALFE	26.316	207	213	0.755	0.192	1.650e-11	66.2	274	1107	1
DhB19G014290.1	sp|Q93VK0|PPCK2_ARATH	31.439	255	256	0.917	0.365	3.950e-26	108.0	278	702	1
DhB19G014570.1	tr|Q5EC58|Q5EC58_MAIZE	31.193	214	198	0.718	0.272	3.310e-14	74.7	298	727	1
DhB20G000470.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.189	208	197	0.712	0.272	8.500e-16	79.3	292	724	1
DhB20G000560.1	tr|A0A089WU92|A0A089WU92_KALFE	25.987	262	291	0.963	0.808	2.870e-22	96.3	272	360	1
DhB20G000740.1	sp|Q9SPK4|PPCK1_ARATH	30.182	265	266	0.933	0.375	1.180e-25	107.0	284	710	1
DhB20G002410.1	tr|Q9S759|Q9S759_KALFE	31.801	256	255	0.934	0.567	1.030e-39	144.0	274	450	1
DhB20G002770.1	tr|A0A089WU92|A0A089WU92_KALFE	43.750	268	270	0.985	0.470	6.610e-73	234.0	272	575	1
DhB20G005890.1	tr|A0A089WU92|A0A089WU92_KALFE	36.029	266	270	0.978	0.523	1.830e-54	185.0	272	516	1
DhB20G006380.1	tr|Q2ABP5|Q2ABP5_ORYSJ	24.904	254	255	0.891	0.209	1.590e-11	66.2	285	1219	1
DhB20G007090.1	tr|Q5EC59|Q5EC59_MAIZE	25.794	251	241	0.878	0.448	2.000e-15	77.8	286	538	1
DhB20G008040.1	tr|Q9S759|Q9S759_KALFE	31.111	268	264	0.978	0.381	1.040e-28	116.0	274	693	1
DhB20G008330.1	tr|A0A089WU92|A0A089WU92_KALFE	40.636	266	281	0.978	0.515	4.420e-70	226.0	272	546	1
DhB20G008980.1	sp|Q93VK0|PPCK2_ARATH	29.004	215	220	0.773	0.326	9.380e-12	66.6	278	675	1
DhB20G009040.1	sp|Q9SPK4|PPCK1_ARATH	33.014	200	202	0.704	0.306	9.960e-13	69.7	284	661	1
DhB20G009050.1	sp|Q93VK0|PPCK2_ARATH	26.667	202	204	0.727	0.302	8.490e-11	63.9	278	676	1
DhB20G009170.1	tr|A0A089WU92|A0A089WU92_KALFE	28.151	227	225	0.835	0.347	3.310e-12	67.8	272	648	1
DhB20G009300.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.750	220	219	0.772	0.312	3.690e-12	68.2	285	701	1
DhB20G009320.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.917	220	219	0.772	0.325	1.590e-12	69.3	285	674	1
DhB20G009360.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.917	220	219	0.772	0.324	3.650e-12	68.2	285	676	1
DhB20G009370.1	sp|Q93VK0|PPCK2_ARATH	26.724	212	221	0.763	0.752	1.530e-11	65.1	278	294	1
DhB20G009450.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.434	208	204	0.730	0.308	9.930e-13	69.7	285	662	1
DhB20G009860.1	tr|Q9S759|Q9S759_KALFE	28.283	191	192	0.697	0.241	1.010e-13	72.8	274	798	1
DhB20G010480.1	tr|Q9S759|Q9S759_KALFE	45.000	257	259	0.938	0.481	2.850e-73	234.0	274	538	1
DhB20G010570.1	sp|Q93VK0|PPCK2_ARATH	30.144	202	202	0.727	0.284	1.790e-11	65.9	278	711	1
DhB20G010590.1	tr|Q5EC59|Q5EC59_MAIZE	30.049	197	195	0.689	0.289	9.370e-12	67.0	286	674	1
DhB20G010600.1	sp|Q93VK0|PPCK2_ARATH	30.144	202	202	0.727	0.284	1.790e-11	65.9	278	711	1
DhB20G010760.1	tr|Q5EC59|Q5EC59_MAIZE	24.046	257	254	0.899	0.361	1.780e-13	72.0	286	703	1
DhB20G011210.1	tr|Q5EC59|Q5EC59_MAIZE	25.974	217	225	0.759	0.717	2.090e-14	73.6	286	314	1
DhB20G011640.1	sp|Q93VK0|PPCK2_ARATH	29.333	217	218	0.781	0.309	5.330e-21	94.4	278	706	1
DhB20G011920.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.189	209	190	0.697	0.177	1.110e-15	79.3	300	1071	1
DhB20G012680.1	tr|A0A089WU92|A0A089WU92_KALFE	36.525	272	278	1.000	0.467	1.000e-57	195.0	272	595	1
DhB20G012780.1	tr|A0A089WU92|A0A089WU92_KALFE	31.599	262	263	0.963	0.771	1.100e-39	142.0	272	341	1
DhB20G013110.1	tr|Q5EC59|Q5EC59_MAIZE	30.116	251	252	0.878	0.569	1.140e-20	92.8	286	443	1
DhB20G013570.1	tr|A0A089WU92|A0A089WU92_KALFE	37.455	265	271	0.974	0.525	5.680e-57	191.0	272	516	1
DhB20G014470.1	tr|Q9S759|Q9S759_KALFE	30.222	213	216	0.777	0.376	3.820e-22	97.4	274	575	1
DhB20G014910.1	tr|Q5EC59|Q5EC59_MAIZE	38.403	261	254	0.913	0.589	2.190e-43	154.0	286	431	1
DhB20G014920.1	tr|A0A089WU92|A0A089WU92_KALFE	32.601	264	262	0.971	0.548	1.490e-44	158.0	272	478	1
DhB21G000130.1	tr|Q9S759|Q9S759_KALFE	29.126	195	195	0.712	0.448	8.680e-13	69.3	274	435	1
DhB21G001990.1	tr|A0A089WU92|A0A089WU92_KALFE	39.931	261	284	0.960	0.508	1.250e-61	204.0	272	559	1
DhB21G002210.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.378	215	191	0.717	0.319	7.710e-12	67.4	300	599	1
DhB21G003250.1	tr|A0A089WU92|A0A089WU92_KALFE	28.956	256	290	0.941	0.892	6.280e-24	100.0	272	325	1
DhB21G003570.1	tr|A0A089WU92|A0A089WU92_KALFE	36.885	118	121	0.434	0.285	1.300e-13	72.0	272	425	1
DhB21G004180.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.216	139	137	0.463	0.231	3.980e-13	71.2	300	593	1
DhB21G005760.1	tr|Q9S759|Q9S759_KALFE	26.962	253	289	0.923	0.898	1.070e-18	85.9	274	322	1
DhB21G008030.1	tr|Q2ABR7|Q2ABR7_ORYSJ	34.351	128	121	0.438	0.126	2.790e-11	65.9	292	961	1
DhB21G009090.1	tr|Q9S759|Q9S759_KALFE	28.030	245	257	0.894	0.395	8.600e-13	69.7	274	651	1
DhB21G009860.1	tr|A0A089WU92|A0A089WU92_KALFE	28.782	247	264	0.908	0.508	3.540e-13	70.9	272	520	1
DhB21G011050.1	tr|Q2ABR6|Q2ABR6_ORYSJ	28.832	260	256	0.852	0.612	1.580e-18	87.0	305	418	1
DhB21G013630.1	tr|Q9S759|Q9S759_KALFE	28.241	189	214	0.690	0.211	3.600e-12	68.2	274	1012	1
DhB21G013980.1	sp|Q9SPK4|PPCK1_ARATH	29.680	215	216	0.757	0.290	5.100e-24	103.0	284	745	1
DhB21G014470.1	tr|Q9S759|Q9S759_KALFE	27.703	146	147	0.533	0.260	3.250e-12	67.8	274	565	1
DhB22G000500.1	tr|Q9S759|Q9S759_KALFE	27.108	266	328	0.971	0.669	4.100e-13	70.5	274	490	1
DhB22G001220.1	sp|Q9SPK4|PPCK1_ARATH	31.416	209	215	0.736	0.412	1.470e-18	87.0	284	522	1
DhB22G001280.1	tr|Q9S759|Q9S759_KALFE	30.882	259	263	0.945	0.587	1.570e-21	95.1	274	448	1
DhB22G001620.1	tr|Q2ABR6|Q2ABR6_ORYSJ	25.902	290	281	0.951	0.536	1.530e-19	90.5	305	524	1
DhB22G001720.1	tr|Q9S759|Q9S759_KALFE	30.515	262	267	0.956	0.400	2.640e-25	106.0	274	668	1
DhB22G002910.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.496	139	137	0.463	0.247	2.620e-14	74.7	300	554	1
DhB22G003070.1	tr|Q2ABR6|Q2ABR6_ORYSJ	28.959	210	198	0.689	0.289	1.700e-11	66.6	305	686	1
DhB22G003160.1	tr|A0A089WU92|A0A089WU92_KALFE	30.476	195	195	0.717	0.450	6.750e-12	66.6	272	433	1
DhB22G004560.1	sp|Q93VK0|PPCK2_ARATH	30.698	208	209	0.748	0.194	2.360e-16	80.5	278	1079	1
DhB22G004600.1	sp|Q93VK0|PPCK2_ARATH	30.698	208	209	0.748	0.194	3.530e-16	80.1	278	1080	1
DhB22G006250.1	sp|Q9SPK4|PPCK1_ARATH	28.521	253	280	0.891	0.711	1.030e-22	98.2	284	394	1
DhB22G006530.1	tr|Q5EC58|Q5EC58_MAIZE	28.205	271	249	0.909	0.703	1.020e-25	106.0	298	354	1
DhB22G007370.1	tr|Q2ABR7|Q2ABR7_ORYSJ	31.019	202	192	0.692	0.197	5.760e-13	70.9	292	976	1
DhB22G007540.1	tr|Q9S759|Q9S759_KALFE	45.149	265	267	0.967	0.529	3.210e-73	234.0	274	505	1
DhB22G008990.1	tr|Q9S759|Q9S759_KALFE	34.000	149	148	0.544	0.391	1.110e-19	89.0	274	379	1
DhB22G009260.1	sp|Q9SPK4|PPCK1_ARATH	31.579	222	222	0.782	0.292	1.040e-17	84.7	284	759	1
DhB22G009430.1	tr|Q9S759|Q9S759_KALFE	27.500	194	176	0.708	0.196	8.910e-12	67.0	274	896	1
DhB22G009840.1	sp|Q9SPK4|PPCK1_ARATH	32.210	254	263	0.894	0.363	4.410e-25	106.0	284	724	1
DhB22G010150.1	sp|Q9SPK4|PPCK1_ARATH	29.808	195	204	0.687	0.174	5.980e-11	64.7	284	1174	1
DhB22G010480.1	tr|Q9S759|Q9S759_KALFE	34.717	256	258	0.934	0.596	4.850e-41	148.0	274	433	1
DhB22G010580.1	tr|Q9S759|Q9S759_KALFE	28.767	196	217	0.715	0.570	3.880e-18	84.7	274	381	1
DhB22G010610.1	tr|Q5EC59|Q5EC59_MAIZE	32.850	199	198	0.696	0.298	3.830e-13	71.2	286	665	1
DhB22G010620.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.724	217	199	0.723	0.292	1.660e-11	66.2	300	682	1
DhB22G010660.1	tr|Q5EC59|Q5EC59_MAIZE	31.068	255	300	0.892	0.524	6.670e-36	136.0	286	572	1
DhB22G010900.1	tr|A0A1D6HDJ5|A0A1D6HDJ5_MAIZE	29.042	292	330	0.939	0.707	4.190e-26	108.0	311	467	1
DhB22G011430.1	tr|A0A089WU92|A0A089WU92_KALFE	29.057	258	256	0.949	0.436	9.110e-26	107.0	272	587	1
